# name,planet_status,mass,mass_error_min,mass_error_max,mass_sini,mass_sini_error_min,mass_sini_error_max,radius,radius_error_min,radius_error_max,orbital_period,orbital_period_error_min,orbital_period_error_max,semi_major_axis,semi_major_axis_error_min,semi_major_axis_error_max,eccentricity,eccentricity_error_min,eccentricity_error_max,inclination,inclination_error_min,inclination_error_max,angular_distance,discovered,updated,omega,omega_error_min,omega_error_max,tperi,tperi_error_min,tperi_error_max,tconj,tconj_error_min,tconj_error_max,tzero_tr,tzero_tr_error_min,tzero_tr_error_max,tzero_tr_sec,tzero_tr_sec_error_min,tzero_tr_sec_error_max,lambda_angle,lambda_angle_error_min,lambda_angle_error_max,impact_parameter,impact_parameter_error_min,impact_parameter_error_max,tzero_vr,tzero_vr_error_min,tzero_vr_error_max,k,k_error_min,k_error_max,temp_calculated,temp_calculated_error_min,temp_calculated_error_max,temp_measured,hot_point_lon,geometric_albedo,geometric_albedo_error_min,geometric_albedo_error_max,log_g,publication,detection_type,mass_detection_type,radius_detection_type,alternate_names,molecules,star_name,ra,dec,mag_v,mag_i,mag_j,mag_h,mag_k,star_distance,star_distance_error_min,star_distance_error_max,star_metallicity,star_metallicity_error_min,star_metallicity_error_max,star_mass,star_mass_error_min,star_mass_error_max,star_radius,star_radius_error_min,star_radius_error_max,star_sp_type,star_age,star_age_error_min,star_age_error_max,star_teff,star_teff_error_min,star_teff_error_max,star_detected_disc,star_magnetic_field,star_alternate_names
TOI-3714 b,Confirmed,0.7,0.03,0.03,,,,1.01,0.03,0.03,2.154849,1e-06,1e-06,0.027,0.001,0.001,0.03,0.03,0.02,88.7,0.5,0.5,,2022,2022-01-26,100.0,200.0,61.0,,,,,,,2458840.5093,0.0004,0.0004,,,,,,,0.26,0.1,0.1,,,,169.0,6.0,6.0,750.0,20.0,20.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,TOI-3714,69.554166671,39.458055571,15.2,,,,,112.5,0.4,0.2,0.1,0.1,0.1,0.53,0.02,0.02,0.51,0.01,0.01,,2.9,2.2,2.2,3660.0,90.0,90.0,,,
TOI-3757 b,Confirmed,0.2684,0.0277,0.0277,,,,1.07,0.045,0.036,3.438753,4e-06,4e-06,0.03845,0.00043,0.00043,0.14,0.06,0.06,86.76,0.23,0.23,,2022,2022-03-15,130.0,23.0,23.0,,,,,,,2458838.77148,0.00062,0.00062,,,,,,,,,,,,,49.24,5.1,5.1,759.0,13.0,13.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,TOI-3757,91.004166667,55.020000003,15.0,,,,,177.4,0.7,0.7,0.0,0.2,0.2,0.64,0.02,0.02,0.62,0.01,0.01,,7.1,4.5,4.5,3913.0,56.0,56.0,,,
TOI-402 b,Confirmed,0.0227,0.0025,0.0025,,,,0.1516,0.0053,0.0055,4.75642,0.00021,0.00021,0.05245,0.00072,0.00085,,,,88.36,0.3,0.36,,2019,2019-04-18,,,,,,,,,,2458411.46202,0.00083,0.00071,,,,,,,0.386,0.078,0.061,,,,,,,3109.0,35.0,35.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,TOI-402,36.868245,-27.635184,9.1,,,,,44.86,,,0.03,0.04,0.04,0.851,0.034,0.042,0.839,0.0016,0.0018,,7.5,4.4,4.2,5131.0,74.0,74.0,,,HD 15337
TOI-402 c,Confirmed,0.02766,0.00525,0.00525,,,,0.225,0.0091,0.0095,17.1784,0.0016,0.0016,0.1235,0.0017,0.002,,,,88.413,0.055,0.055,,2019,2019-03-14,,,,,,,,,,2458414.55,0.0012,0.0012,,,,,,,0.876,0.01,0.01,,,,2.4806,0.0466,0.0466,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,TOI-402,36.868245,-27.635184,9.1,,,,,44.86,,,0.03,0.04,0.04,0.851,0.034,0.042,0.839,0.0016,0.0018,,7.5,4.4,4.2,5131.0,74.0,74.0,,,HD 15337
TOI-4137 b,Confirmed,1.01,0.17,0.17,,,,1.211,0.04,0.04,3.8016122,6.5e-06,6.5e-06,0.05222,0.00096,0.00089,0.0,,,85.7,0.4,0.4,,2022,2022-05-25,,,,,,,,,,2458990.46651,0.00033,0.00033,,,,,,,0.584,0.038,0.038,,,,156.0,17.0,17.0,1570.0,25.0,25.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,TOI-4137,77.612500009,70.391111125,,,,,,345.9,2.0,2.0,,,,,,,1.65,0.25,0.25,,,,,6134.0,50.0,50.0,,,
TOI-4138 b,Confirmed,0.67,0.03,0.03,,,,1.49,0.04,0.04,3.660028,6e-06,6e-06,0.051,0.002,0.002,0.03,0.02,0.02,86.0,0.7,0.7,,2021,2021-10-04,20.0,72.0,72.0,,,,,,,2451708.9983,0.0003,0.0003,,,,,,,0.42,0.08,0.08,,,,74.0,3.0,3.0,1762.0,21.0,21.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,TOI-4138,152.533333336,72.7102778,11.8,,,,,507.0,2.5,2.5,,,,1.32,0.04,0.04,1.82,0.05,0.05,,9.54,0.04,0.04,,,,,,
TOI-421 b,Confirmed,0.05107,0.0035,0.0035,,,,0.4612,0.0116,0.0116,16.06815,0.00035,0.00035,0.1182,0.0027,0.0027,,,,88.3,0.07,0.07,,2020,2020-04-22,,,,,,,,,,2458440.13169,0.0007,0.0007,,,,,,,0.75,0.03,0.03,,,,4.64,0.3,0.3,697.0,12.0,12.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,TOI-421,81.854166675,-14.276944458,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-421 c,Confirmed,0.02218,0.0022,0.0022,,,,0.2427,0.017,0.017,5.19676,0.00049,0.00049,0.0557,0.0013,0.0013,,,,85.6,0.49,0.38,,2020,2020-04-22,,,,,,,,,,2458441.2847,0.002,0.002,,,,,,,0.935,0.016,0.016,,,,2.94,0.28,0.28,1014.9,17.9,17.9,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,TOI-421,81.854166675,-14.276944458,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-431 b,Confirmed,0.00966,0.0011,0.0011,,,,0.1142,0.0036,0.0036,0.490047,7e-06,1e-05,0.0113,0.003,0.002,0.0,,,84.3,1.3,1.1,,2021,2021-08-06,,,,,,,,,,2458627.538,0.002,0.003,,,,,,,0.34,0.06,0.07,,,,2.88,0.3,0.3,1862.0,42.0,42.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,HIP 26013 b,,TOI-431,83.270833335,-26.723888909,9.12,,,,,32.61,0.01,0.01,0.2,0.05,0.05,0.78,0.07,0.07,0.731,0.022,0.022,,,,,4850.0,75.0,75.0,,,HIP 26013
TOI-431 c,Confirmed,2.84,0.34,inf,2.83,0.34,0.41,,,,4.8494,0.0002,0.0003,0.052,0.001,0.001,0.0,,,86.4,86.4,0.0,,2021,2021-08-06,,,,2458625.9,0.1,0.1,,,,,,,,,,,,,,,,,,,1.23,0.14,0.17,867.0,20.0,20.0,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,HIP 26013 c,,TOI-431,83.270833335,-26.723888909,9.12,,,,,32.61,0.01,0.01,0.2,0.05,0.05,0.78,0.07,0.07,0.731,0.022,0.022,,,,,4850.0,75.0,75.0,,,HIP 26013
TOI-431 d,Confirmed,0.0311,0.00469,0.00481,,,,0.2935,0.008,0.008,12.46103,2e-05,2e-05,0.098,0.002,0.002,0.0,,,89.7,0.2,0.2,,2021,2021-08-06,,,,,,,,,,2458627.5453,0.0003,0.0003,,,,,,,0.15,0.1,0.12,,,,3.16,0.46,0.46,633.0,14.0,14.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,HIP 26013 d,,TOI-431,83.270833335,-26.723888909,9.12,,,,,32.61,0.01,0.01,0.2,0.05,0.05,0.78,0.07,0.07,0.731,0.022,0.022,,,,,4850.0,75.0,75.0,,,HIP 26013
TOI-4479 b,Confirmed,0.0261,0.025,0.013,,,,0.2516,0.058,0.058,1.1589,2e-05,1e-05,0.0164,0.003,0.0014,,,,86.36,2.7,2.5,,2022,2022-06-23,,,,,,,,,,2459420.7578,0.001,0.001,,,,,,,0.43,0.3,0.24,,,,7.12,,,861.0,100.0,64.0,,,,,,,Published in a refereed paper,Primary Transit,Theoretical,Primary Transit,,,TOI-4479,316.095833341,24.653611127,15.2,,,,,80.6,0.1,0.1,,,,0.452,0.09,0.09,0.451,0.085,0.085,M3,,,,3400.0,100.0,100.0,,,
TOI-481 b,Confirmed,1.53,0.03,0.03,,,,0.99,0.01,0.01,10.33111,2e-05,2e-05,0.097,0.001,0.001,0.153,0.007,0.007,89.2,0.3,0.3,,2020,2020-09-21,64.8,1.8,1.8,,,,,,,,,,2458511.6418,0.0002,0.0002,,,,0.15,0.05,0.05,,,,130.3,1.4,1.4,1370.0,10.0,10.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,TOI-481,110.512500001,-57.385000009,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-500 b,Confirmed,0.005,0.0022,0.0041,,,,0.1035,0.0107,0.0107,0.5481579,6e-07,6e-07,0.0128,0.0011,0.0011,,,,,,,,2022,2022-01-31,,,,,,,,,,2458468.3917,0.0006,0.0006,,,,,,,0.58,0.17,0.17,,,,,,,1683.0,105.0,105.0,,,,,,,Published in a refereed paper,Primary Transit,Theoretical,Primary Transit,"HIP 34269 b, GJ 9224 b",,TOI-500,106.5718,-47.6993,,,,,,47.4,,,,,,0.88,0.25,0.25,0.75,0.06,0.06,,,,,4621.0,50.0,50.0,,,"HIP 34269, GJ 9224"
TOI-530 b,Confirmed,0.4,0.1,0.1,,,,0.83,0.06,0.06,6.387597,1.9e-05,1.9e-05,0.052,0.005,0.005,0.0,,,89.1,0.3,0.3,,2021,2021-10-11,,,,,,,,,,2458470.1998,0.0017,0.0017,,,,,,,0.33,0.11,0.08,,,,66.5,14.0,14.0,565.0,31.0,31.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,TOI-530,103.412500013,12.881666696,15.4,,,,,147.7,0.6,0.6,0.376,0.095,0.095,0.53,0.02,0.02,0.54,0.03,0.03,,,,,3659.0,120.0,120.0,,,
TOI-532 b,Confirmed,0.1935,0.0293,0.0305,,,,0.5192,0.017,0.017,2.32666508,3e-05,3e-05,0.0296,0.00035,0.00035,0.0,,,88.08,0.41,0.51,,2021,2021-07-30,,,,,,,,,,2458470.576777,0.0009,0.0008,,,,,,,,,,,,,39.82,6.0,6.15,867.0,18.0,18.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,TOI-532,85.08005702,11.562632056,14.4,,,,,134.61,0.36,0.36,0.38,0.04,0.04,0.639,0.023,0.023,0.612,0.013,0.013,,7.1,4.8,4.4,3957.0,69.0,69.0,,,
TOI-544 b,Confirmed,0.016,0.006,0.013,,,,0.1811,0.009,0.009,1.548351,1.5e-06,1.5e-06,0.0251,0.0019,0.0019,,,,,,,,2022,2022-01-31,,,,,,,,,,2458169.757,0.0005,0.0005,,,,,,,0.64,0.08,0.08,,,,,,,1082.0,47.0,47.0,,,,,,,Published in a refereed paper,Primary Transit,Theoretical,Primary Transit,HD 290498 b,,TOI-544,82.29166667,-0.342500014,11.0,,,,,41.1,,,,,,0.85,0.2,0.2,0.66,0.02,0.02,,,,,4369.0,100.0,100.0,,,HD 290498
TOI-558 b,Confirmed,3.61,0.15,0.15,,,,1.086,0.04,0.04,14.574071,2.6e-05,2.6e-05,0.1291,0.002,0.002,0.298,0.02,0.02,86.24,0.2,0.2,,2021,2021-02-05,132.3,38.0,38.0,,,,,,,,,,,,,,,,0.907,0.0067,0.0067,,,,257.1,6.5,6.5,1061.0,13.0,13.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,TOI-558,42.29166667,-58.024722229,11.3,,,,,401.0,5.0,5.0,-0.004,0.006,0.006,1.349,0.065,0.065,1.496,0.04,0.04,,1.79,0.0,0.9,6466.0,95.0,95.0,,,
TOI-559 b,Confirmed,6.01,0.24,0.24,,,,1.091,0.028,0.028,6.9839095,5.1e-06,5.1e-06,0.0723,0.0013,0.0013,0.15,0.012,0.012,89.08,0.48,0.62,,2021,2021-02-05,42.1,5.6,5.1,,,,,,,2458893.81305,0.00023,0.00023,,,,,,,0.23,0.13,0.09,,,,633.0,8.4,7.9,1180.0,18.0,18.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,TOI-559,46.820833339,-31.162777791,11.2,,,,,233.2,2.0,2.0,-0.069,0.07,0.07,1.026,0.057,0.057,1.233,0.028,0.028,,6.8,2.0,2.5,5925.0,76.0,85.0,,,
TOI-561 b,Confirmed,0.005,0.00113,0.00113,,,,0.1267,0.0062,0.0062,0.4466,,,0.0107,0.00013,0.00013,0.0,,,,,,,2020,2020-12-18,,,,,,,,,,2458517.4988,0.003,0.0022,,,,,,,0.3,0.2,0.2,,,,3.1,0.79,0.79,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,TOI-561,148.183333348,6.216111128,9.5,,,,,86.01,0.4,0.4,-0.4,0.05,0.05,0.805,0.03,0.03,0.832,0.019,0.019,,10.0,3.0,3.0,5326.0,64.0,64.0,,,
TOI-561 c,Confirmed,0.017,0.0028,0.0028,,,,0.2569,0.008,0.008,10.778853,2.9e-05,2.9e-05,0.0888,0.0011,0.0011,0.0,,,,,,,2020,2020-12-18,,,,,,,,,,2458527.05825,0.00053,0.00053,,,,,,,0.3,0.2,0.2,,,,2.13,0.78,0.78,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,TOI-561,148.183333348,6.216111128,9.5,,,,,86.01,0.4,0.4,-0.4,0.05,0.05,0.805,0.03,0.03,0.832,0.019,0.019,,10.0,3.0,3.0,5326.0,64.0,64.0,,,
TOI-564 b,Confirmed,1.463,0.096,0.1,,,,1.02,0.29,0.71,1.651144,1.8e-05,1.8e-05,0.02734,0.00053,0.00061,0.072,0.05,0.083,78.38,0.85,0.71,,2019,2019-12-26,94.0,35.0,35.0,,,,,,,2458518.20381,0.00058,0.00058,,,,,,,0.994,0.049,0.083,,,,247.0,13.0,13.0,1714.0,21.0,21.0,,,,,,,Published in a refereed paper,Primary Transit,Spectrum,Primary Transit,,,TOI-564,130.295833337,-16.036388892,11.2,,,,,200.7,1.5,1.5,0.15,0.08,0.08,1.1,0.1,0.1,1.04,0.05,0.05,,7.3,3.6,3.6,5666.0,100.0,100.0,,,
TOI-620 b,Confirmed,0.0485,0.0113,0.0173,,,,0.3354,0.0134,0.0134,5.0988179,4.5e-06,4.5e-06,0.04825,0.00066,0.00066,0.19,0.18,0.22,87.47,0.3,0.18,,2022,2022-04-08,336.6,99.0,139.0,,,,,,,2458518.00718,0.00083,0.00093,,,,,,,0.887,0.017,0.014,,,,0.32,0.24,0.48,604.0,5.5,5.5,,,,,,,Published in a refereed paper,Primary Transit,Theoretical,,,,TOI-620,147.175000014,-12.015555568,12.3,,,,,33.022,0.067,0.067,0.35,0.12,0.12,0.577,0.025,0.025,0.55,0.017,0.017,M2.5V,7.2,4.7,4.7,3708.0,57.0,57.0,,,
TOI-628 b,Confirmed,6.33,0.3,0.3,,,,1.06,0.034,0.06,3.4095675,7e-06,7e-06,0.0486,0.00094,0.0008,0.07,0.02,0.02,88.4,1.0,1.0,,2021,2021-01-07,286.0,15.0,15.0,,,,,,,,,,,,,,,,0.23,0.15,0.15,,,,713.0,22.0,22.0,1586.0,40.0,52.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,HD 288842 b,,TOI-628,99.262500001,1.767500016,10.0,,,,,178.5,4.0,4.0,0.26,0.08,0.08,1.311,0.075,0.066,1.345,0.04,0.046,,1.28,0.9,1.6,6250.0,190.0,220.0,,,HD 288842
TOI-640 b,Confirmed,0.88,0.16,0.16,,,,1.771,0.06,0.06,5.0037775,4.8e-06,4.8e-06,0.06608,0.001,0.001,0.05,0.035,0.054,82.54,0.6,0.4,,2021,2021-01-07,159.0,99.0,86.0,,,,,,,,,,,,,,,,0.88,0.07,0.06,,,,78.0,14.0,14.0,1749.0,30.0,30.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,TOI-640,99.733333352,-36.646111134,10.5,,,,,341.9,3.5,3.5,0.174,0.08,0.09,1.536,0.076,0.069,2.082,0.058,0.064,,1.99,0.4,0.55,6460.0,150.0,130.0,,,
TOI-674 b,Confirmed,0.0739,0.0104,0.0104,,,,0.4693,0.0152,0.0152,1.977143,3e-06,3e-06,0.0231,0.0007,0.0007,0.1,0.05,0.05,86.68,0.2,0.2,,2021,2021-06-03,45.4,30.8,30.8,,,,,,,2458641.404604,0.00011,0.00011,,,,,,,0.635,0.03,0.03,,,,23.55,3.7,3.7,661.0,14.0,14.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,TOI-674,164.587500007,-36.858055579,14.2,,,,,46.16,0.03,0.03,0.114,0.074,0.074,0.442,0.007,0.007,0.421,0.007,0.007,,5.5,1.9,2.9,3505.0,32.0,28.0,,,
TOI-677 b,Confirmed,1.236,0.069,0.069,,,,1.179,0.03,0.03,11.2366,0.00011,0.00011,0.1038,0.0017,0.0017,0.435,0.024,0.024,87.63,0.11,0.11,,2019,2019-11-14,70.1,3.6,3.6,,,,,,,2458547.47448,0.000289,0.000289,,,,,,,0.723,0.024,0.018,,,,,,,1252.0,,,,,,,,,Published in a refereed paper,Primary Transit,Spectrum,Primary Transit,,,TOI-677,248.075000006,-22.358333347,9.7,,,,,143.0,5.0,5.0,0.0,0.05,0.05,1.18,0.058,0.058,1.28,0.03,0.03,,2.92,0.73,0.8,6295.0,77.0,77.0,,,
TOI-700 b,Confirmed,0.00406,0.00116,0.003,,,,0.0901,0.00776,0.00839,9.97701,0.00028,0.00024,0.0637,0.006,0.0064,0.032,0.024,0.05,89.67,0.32,0.23,,2020,2020-01-07,326.0,103.0,143.0,,,,,,,2458331.3547,0.0032,0.0048,,,,,,,0.2,0.14,0.19,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,Primary Transit,,,TOI-700,97.095833341,-65.579444466,13.0,,,,,31.127,0.02,0.02,-0.07,0.11,0.11,0.416,0.01,0.01,0.42,0.031,0.031,M2V,1.5,0.0,10.0,3480.0,135.0,135.0,,,
TOI-700 c,Confirmed,0.0249,0.0057,0.0085,,,,0.2346,0.0205,0.0214,16.051998,9.2e-05,8.9e-05,0.0925,0.0083,0.0088,0.033,0.025,0.063,88.9,0.11,0.08,,2020,2020-01-07,23.0,137.0,103.0,,,,,,,2458340.0887,5.8e-06,5.5e-06,2458332.06,0.69,0.69,,,,0.904,0.024,0.016,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,Theoretical,Primary Transit,,,TOI-700,97.095833341,-65.579444466,13.0,,,,,31.127,0.02,0.02,-0.07,0.11,0.11,0.416,0.01,0.01,0.42,0.031,0.031,M2V,1.5,0.0,10.0,3480.0,135.0,135.0,,,
TOI-700 d,Confirmed,0.00711,0.00164,0.0022,,,,0.1062,0.0098,0.0098,37.426,0.001,0.0007,0.163,0.015,0.015,0.032,0.023,0.054,89.73,0.122,0.15,,2020,2020-01-07,11.4,131.0,114.0,,,,,,,2458330.4737,0.004,0.0035,,,,,,,0.4,0.22,0.15,,,,,,,295.0,55.0,55.0,,,,,,,Published in a refereed paper,Primary Transit,Theoretical,Primary Transit,,,TOI-700,97.095833341,-65.579444466,13.0,,,,,31.127,0.02,0.02,-0.07,0.11,0.11,0.416,0.01,0.01,0.42,0.031,0.031,M2V,1.5,0.0,10.0,3480.0,135.0,135.0,,,
TOI-712 b,Confirmed,0.0176,0.0041,0.006,,,,0.1828,0.0071,0.0107,9.531361,1.8e-05,1.8e-05,0.07928,0.00091,0.00096,0.54,0.2,0.26,88.22,0.53,1.1,,2021,2021-11-05,68.0,77.0,88.0,,,,,,,245.0,,,,,,,,,0.41,0.28,0.32,,,,,,,650.0,6.0,6.0,,,,,,,Published in a refereed paper,Primary Transit,Theoretical,Primary Transit,,,TOI-712,92.937500015,-65.825833357,10.9,,,,,58.62,0.11,0.11,-0.02,0.043,0.12,0.732,0.027,0.027,0.674,0.017,0.017,,0.83,0.28,0.28,4622.0,61.0,61.0,,,
TOI-712 c,Confirmed,0.0274,0.006,0.0098,,,,0.241,0.0071,0.008,51.69906,0.00017,0.00017,0.2447,0.003,0.003,0.089,0.056,0.083,89.78,0.11,0.14,,2021,2021-11-05,115.0,96.0,96.0,,,,,,,,,,,,,,,,0.28,0.19,0.16,,,,,,,370.0,3.4,3.4,,,,,,,Published in a refereed paper,Primary Transit,Theoretical,Primary Transit,,,TOI-712,92.937500015,-65.825833357,10.9,,,,,58.62,0.11,0.11,-0.02,0.043,0.12,0.732,0.027,0.027,0.674,0.017,0.017,,0.83,0.28,0.28,4622.0,61.0,61.0,,,
TOI-712 d,Confirmed,0.0236,0.0053,0.0085,,,,0.22072,0.00732,0.008,84.8396,0.0004,0.00043,0.3405,0.004,0.004,0.073,0.05,0.064,89.82,0.07,0.1,,2021,2021-11-05,30.0,140.0,110.0,,,,,,,,,,,,,,,,0.34,0.21,0.14,,,,,,,313.6,2.9,2.9,,,,,,,Published in a refereed paper,Primary Transit,Theoretical,,,,TOI-712,92.937500015,-65.825833357,10.9,,,,,58.62,0.11,0.11,-0.02,0.043,0.12,0.732,0.027,0.027,0.674,0.017,0.017,,0.83,0.28,0.28,4622.0,61.0,61.0,,,
TOI-763 b,Confirmed,0.0308,0.00245,0.00245,,,,0.2034,0.0098,0.0098,5.6057,0.0013,0.0013,0.06,0.0006,0.0006,0.04,0.04,0.03,,,,,2020,2020-08-20,42.0,84.0,57.0,,,,,,,,,,,,,,,,0.51,0.35,0.35,,,,3.79,0.31,0.31,1038.0,16.0,16.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,TOI-763,194.466666684,-39.757777799,,,,,,95.39,0.05,0.05,0.01,0.05,0.05,0.917,0.028,0.028,0.897,0.013,0.013,,,,,5450.0,60.0,60.0,,,
TOI-763 c,Confirmed,0.02932,0.00321,0.00321,,,,0.2346,0.0107,0.0107,12.2737,0.0077,0.0053,0.1,0.001,0.001,0.04,0.03,0.04,,,,,2020,2020-08-20,62.0,153.0,78.0,,,,,,,,,,,,,,,,0.51,0.35,0.35,,,,2.77,0.31,0.31,800.0,12.0,12.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,TOI-763,194.466666684,-39.757777799,,,,,,95.39,0.05,0.05,0.01,0.05,0.05,0.917,0.028,0.028,0.897,0.013,0.013,,,,,5450.0,60.0,60.0,,,
TOI-776 b,Confirmed,0.01466,0.00305,0.00305,,,,0.1633,0.0098,0.0098,8.24664,6e-05,9e-05,0.0652,0.001,0.001,,,,89.65,0.37,0.22,,2020,2020-09-18,,,,,,,,,,2458571.4167,0.0019,0.0015,,,,,,,0.16,0.11,0.16,,,,2.22,0.46,0.46,513.0,12.0,12.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,TOI-776,178.575000006,-37.552777791,11.5,,,,,27.19,0.03,0.03,-0.2,0.12,0.12,0.544,0.028,0.028,0.538,0.024,0.024,M1V,7.8,6.3,3.9,3709.0,70.0,70.0,,,
TOI-776 c,Confirmed,0.0192,0.0047,0.0047,,,,0.1838,0.0116,0.0116,15.6653,0.0008,0.0008,0.1,0.0017,0.0017,,,,89.51,0.21,0.25,,2020,2020-09-18,,,,,,,,,,2458572.5997,0.0022,0.0024,,,,,,,0.36,0.18,0.14,,,,2.35,0.53,0.57,415.0,10.0,10.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,TOI-776,178.575000006,-37.552777791,11.5,,,,,27.19,0.03,0.03,-0.2,0.12,0.12,0.544,0.028,0.028,0.538,0.024,0.024,M1V,7.8,6.3,3.9,3709.0,70.0,70.0,,,
TOI-824 b,Confirmed,0.058104,0.00592,0.00579,,,,0.26104,0.017,0.018,1.392978,1.7e-05,1.8e-05,0.02177,0.00032,0.00032,,,,83.65,0.38,0.39,,2020,2020-08-28,,,,2458597.81419,0.00065,0.00065,,,,2458597.81419,0.00065,0.00065,,,,,,,0.745,0.024,0.022,,,,13.2,1.3,1.2,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,TOI-824,222.16666668,-57.588888905,11.1,,,,,63.71,0.2,0.2,-0.15,0.02,0.02,0.69,0.007,0.009,0.68,0.005,0.005,K4V,10.9,3.1,1.8,4616.0,51.0,51.0,,,
TOI-833 b,Confirmed,0.006,0.0019,0.0041,,,,0.1133,0.0062,0.0062,1.04318777,3.24e-05,3.24e-05,0.0171,0.0003,0.0003,,,,,,,,2022,2022-01-30,,,,,,,,,,2458597.256,0.001,0.001,,,,,,,0.31,0.14,0.14,,,,,,,1118.0,49.0,49.0,,,,,,,Published in a refereed paper,Primary Transit,Theoretical,Primary Transit,,,TOI-833,145.645833345,-62.476111128,12.0,,,,,41.7,,,,,,0.61,0.03,0.03,0.6,0.02,0.02,M0V,,,,3920.0,100.0,100.0,,,
TOI-849 b,Confirmed,0.12299,0.00802,0.00837,,,,0.30726,0.01026,0.01401,0.76552414,2.79e-06,2.62e-06,0.01598,0.00014,0.00013,0.0,0.0,0.0,86.8,2.4,2.1,,2020,2021-03-30,360.0,0.0,0.0,,,,,,,2458394.73768,0.00099,0.00091,,,,,,,0.212,0.14,0.145,,,,28.64,0.00182,0.00187,1800.0,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,TOI-849,28.715795850597,-29.4217085679224,11.98,,,,10.42,225.2,5.8,6.1,0.19,0.03,0.03,0.929,0.023,0.023,0.919,0.022,0.031,G,6.7,2.4,2.8,5375.3,41.4,41.8,,,TIC 33595516
TOI-892 b,Confirmed,0.95,0.07,0.07,,,,1.07,0.02,0.02,10.62656,7e-05,7e-05,0.092,0.005,0.005,0.125,0.125,0.0,82.9,0.5,0.3,,2020,2020-09-21,,,,,,,,,,2458475.689,0.002,0.002,,,,,,,,,,,,,,,,1397.0,40.0,40.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,TOI-892,86.737500019,-11.235277784,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-905 b,Confirmed,0.667,0.042,0.042,,,,1.171,0.053,0.053,3.739494,3.8e-05,3.8e-05,0.04666,0.001,0.00096,0.024,0.017,0.025,85.68,0.26,0.22,,2019,2019-12-26,39.0,82.0,61.0,,,,,,,2458628.35101,0.00026,0.00026,,,,,,,0.816,0.012,0.012,,,,89.1,3.8,3.8,1192.0,36.0,36.0,,,,,,,Published in a refereed paper,Primary Transit,Spectrum,Primary Transit,,,TOI-905,227.658333346,-71.361666683,11.2,,,,,159.4,0.8,0.8,0.2,0.1,0.1,0.85,0.1,0.1,1.14,0.03,0.03,,3.4,2.3,3.8,5300.0,100.0,100.0,,,
